TF	DF	WORD
26	26	greatest
26	26	smallest
26	26	poorli
26	26	wooden
26	26	ugli
26	26	urban
26	26	amazingli
26	26	thoroughli
26	25	structur
26	25	edg
26	25	easier
26	25	forgotten
26	25	intim
26	25	bear
26	25	whoever
26	25	breath
26	25	demand
26	25	blown
26	25	remain
26	25	neither
26	25	repres
26	25	accord
26	24	waffl
26	24	10th
26	24	booz
26	24	kingsiz
26	24	rich
26	24	incid
26	24	suburb
26	24	selfpark
26	23	concert
26	23	health
26	23	electron
26	23	dust
26	23	aquarium
26	23	corridor
26	22	banana
26	22	5star
26	22	slice
26	22	bid
26	22	swank
26	19	fish
26	16	guitar
26	11	fax
25	25	nightlif
25	25	refer
25	25	ampl
25	25	stroll
25	25	broke
25	25	previous
25	25	airlin
25	25	sport
25	25	speaker
25	25	fear
25	25	map
25	25	eaten
25	25	ornat
25	24	embarrass
25	24	regardless
25	24	automat
25	24	10pm
25	24	frill
25	24	scari
25	24	opposit
25	24	plasma
25	24	onsit
25	24	iphon
25	24	heck
25	24	whiskey
25	24	chi
25	24	popcorn
25	24	7th
25	24	slipper
25	23	repli
25	23	anytim
25	23	pump
25	23	buddi
25	23	umbrella
25	23	outoftown
25	23	hurri
25	22	child
25	22	blame
25	22	august
25	21	partial
25	21	toothbrush
25	20	copi
25	20	rule
25	20	washington
25	19	stolen
25	19	boss
25	18	camera
25	18	radisson
24	24	signific
24	24	34
24	24	hungri
24	24	mood
24	24	million
24	24	flow
24	24	boat
24	24	personnel
24	24	underwhelm
24	24	pair
24	24	earn
24	24	delay
24	24	smallish
24	24	cloud
24	24	led
24	24	benefit
24	24	reward
24	24	desper
24	24	discuss
24	24	forth
24	24	23
24	24	younger
24	23	radio
24	23	mad
24	23	inexpens
24	23	fight
24	23	12th
24	23	prove
24	23	obnoxi
24	23	chef
24	22	row
24	22	spotti
24	22	piss
24	22	convert
24	22	wave
24	22	subpar
24	22	5pm
24	22	network
24	22	woken
24	22	palm
24	21	repair
24	21	voic
24	21	exit
24	21	code
24	21	picket
24	20	loos
24	20	hire
24	20	lift
24	17	polic
24	16	spider
24	15	carleton
24	14	michael
23	23	duti
23	23	kill
23	23	fool
23	23	insist
23	23	hardli
23	23	patient
23	23	wise
23	23	willi
23	23	evid
23	23	clientel
23	23	albeit
23	23	contain
23	23	bridg
23	23	overwhelm
23	23	vintag
23	23	8th
23	23	aesthet
23	23	crawl
23	22	steep
23	22	tough
23	22	exhaust
23	22	miser
23	22	lodg
23	22	trick
23	22	proper
23	22	support
23	22	nonexist
23	22	someplac
23	22	strip
23	22	prioriti
23	22	nut
23	22	buckingham
23	22	finger
23	22	shortli
23	22	soundproof
23	21	insul
23	21	truck
23	21	cheesecak
23	21	reput
23	21	shout
23	21	530
23	20	energi
23	20	toothpast
23	20	stall
23	20	laundri
23	20	lemon
23	19	hubbi
23	19	idiot
23	18	traveloc
23	17	kitchenett
23	17	aja
23	16	author
23	15	shirt
23	13	ann
23	13	retain
22	22	jack
22	22	filthi
22	22	20th
22	22	judg
22	22	inquir
22	22	apologet
22	22	sophist
22	22	challeng
22	22	exact
22	22	junior
22	22	yay
22	22	opul
22	22	electr
22	22	chat
22	22	casual
22	22	ador
22	22	regret
22	22	pamper
22	22	andor
22	22	guarante
22	22	cheesi
22	22	nook
22	22	drape
22	22	adventur
22	22	ya
22	22	plumb
22	22	success
22	22	stretch
22	22	decad
22	21	februari
22	21	attende
22	21	duvet
22	21	constant
22	21	9th
22	21	appropri
22	21	display
22	21	smoothli
22	21	expos
22	21	monday
22	21	loyalti
22	21	assort
22	21	awak
22	21	tube
22	21	mr
22	21	lux
22	21	omg
22	21	correct
22	21	irrit
22	21	mall
22	20	univers
22	20	instruct
22	20	wind
22	20	awhil
22	20	tree
22	20	obviou
22	20	quot
22	20	diamond
22	20	16
22	20	8am
22	19	letter
22	19	ring
22	19	medium
22	19	scratch
22	19	prepaid
22	19	lockwood
22	18	yum
22	18	sweat
22	17	ding
22	16	blood
22	16	drunken
22	14	tremont
21	21	happier
21	21	36
21	21	comparison
21	21	argu
21	21	complementari
21	21	stumbl
21	21	gladli
21	21	length
21	21	squeez
21	21	dig
21	21	individu
21	21	familiar
21	21	highest
21	21	moder
21	21	anticip
21	21	everytim
21	21	decemb
21	20	ugh
21	20	6pm
21	20	reek
21	20	competit
21	20	lakeview
21	20	calm
21	20	clark
21	20	velvet
21	20	insult
21	20	frame
21	20	win
21	20	aint
21	20	2012
21	20	purpl
21	20	teeni
21	20	occasion
21	20	nasti
21	20	staircas
21	20	smart
21	20	redeem
21	19	um
21	19	pathet
21	19	involv
21	19	associ
21	19	california
21	19	pipe
21	18	unprofession
21	18	concret
21	18	conrad
21	18	ipad
21	18	23rd
21	18	underground
21	18	17
21	17	goodi
21	17	blah
21	15	contract
20	20	whatsoev
20	20	materi
20	20	sigh
20	20	lastli
20	20	januari
20	20	video
20	20	therefor
20	20	replenish
20	20	thu
20	20	peev
20	20	eh
20	20	hurt
20	20	aka
20	20	boast
20	20	42
20	20	annual
20	20	faster
20	20	unaccept
20	20	metal
20	20	dozen
20	20	salmon
20	20	inout
20	20	4pm
20	20	247
20	20	oldfashion
20	20	basement
20	19	overhead
20	19	mari
20	19	22
20	19	dunkin
20	19	pocket
20	19	darn
20	19	brief
20	19	magazin
20	19	ikea
20	19	splurg
20	19	badli
20	19	quieter
20	19	gal
20	19	nap
20	19	reduc
20	19	trade
20	19	soso
20	19	cap
20	19	convinc
20	19	candi
20	19	rough
20	19	barloung
20	19	nightclub
20	18	aa
20	18	quirki
20	18	emerg
20	18	remark
20	18	largest
20	18	nite
20	17	interview
20	17	signatur
20	17	ghost
20	17	somebodi
20	16	24th
20	16	33rd
20	16	empir
20	15	receipt
20	15	aria
20	15	kitti
20	14	student
20	14	ambassador
20	14	blu
20	14	crib
20	12	approv
19	19	afraid
19	19	unabl
19	19	hasnt
19	19	among
19	19	loudli
19	19	600
19	19	ny
19	19	21st
19	19	penni
19	19	graciou
19	19	intend
19	19	shedd
19	19	inspir
19	19	scare
19	19	threw
19	19	abil
19	19	america
19	19	burk
19	19	stale
19	19	cram
19	19	francisco
19	19	hike
19	19	suspect
19	19	ultra
19	18	cub
19	18	fyi
19	18	relat
19	18	boo
19	18	thrown
19	18	drip
19	18	99
19	18	shelf
19	18	desert
19	18	1am
19	18	oppos
19	18	happili
19	18	leisur
19	18	creativ
19	18	unusu
19	18	useless
19	18	vari
19	18	haha
19	18	glamor
19	18	yesterday
19	18	bummer
19	17	temp
19	17	snob
19	17	stuf
19	17	registr
19	17	mac
19	17	offici
19	17	clog
19	17	maci
19	17	model
19	17	hanger
19	17	giordano
19	17	util
19	17	teenag
19	17	record
19	17	hostess
19	16	greek
19	16	studio
19	16	guard
19	16	thumb
19	16	asian
19	16	polish
19	16	scent
19	16	chinatown
19	16	atwood
19	16	mysteri
19	16	couldv
19	15	certif
19	15	buzz
19	14	barbara
19	13	fuck
18	18	angl
18	18	entre
18	18	highend
18	18	bench
18	18	fake
18	18	restaurantbar
18	18	mouth
18	18	notifi
18	18	escap
18	18	chais
18	18	wellappoint
18	18	2008
18	18	recogn
18	18	teeth
18	18	necessari
18	18	septemb
18	18	cooler
18	18	error
18	18	mere
18	18	vendor
18	18	unbeat
18	18	cruis
18	18	120
18	18	visual
18	18	tone
18	18	mat
18	18	balanc
18	18	unlimit
18	18	europ
18	18	blackout
18	17	30th
18	17	jet
18	17	nope
18	17	eateri
18	17	negoti
18	17	courtesi
18	17	truffl
18	17	wrap
18	17	sick
18	17	nightmar
18	17	holi
18	17	itll
18	17	tonight
18	17	gigant
18	17	bustl
18	17	14th
18	17	headboard
18	17	flaw
18	17	2pm
18	17	gather
18	17	peep
18	17	knob
18	16	ga
18	16	17th
18	16	height
18	16	1495
18	15	medic
18	15	vip
18	15	tranquil
18	15	foam
18	15	aqua
18	15	crystal
18	15	imag
18	15	13th
17	17	version
17	17	sensit
17	17	scrambl
17	17	occupi
17	17	spoil
17	17	eas
17	17	shell
17	17	bland
17	17	boot
17	17	hbo
17	17	frankli
17	17	cuz
17	17	unhappi
17	17	weekday
17	17	irish
17	17	burb
17	17	ah
17	17	centuri
17	17	heartbeat
17	17	newspap
17	17	neck
17	17	snow
17	17	granit
17	17	brush
17	17	skyscrap
17	17	killer
17	17	silli
17	17	3am
17	17	importantli
17	17	tempt
17	17	summari
17	17	glanc
17	17	cv
17	17	accent
17	17	collect
17	17	48
17	17	claustrophob
17	17	presid
17	17	peek
17	16	mail
17	16	scratchi
17	16	200night
17	16	cri
17	16	compet
17	16	behold
17	16	6th
17	16	labor
17	16	marvel
17	16	exquisit
17	16	ship
17	16	nation
17	16	resort
17	16	unwind
17	16	basket
17	16	2am
17	16	1pm
17	15	pluse
17	15	unhelp
17	15	fifth
17	15	unimpress
17	15	cord
17	15	feather
17	15	fourth
17	15	dip
17	15	henc
17	15	inspect
17	15	zebra
17	15	toss
17	15	dial
17	15	primehous
17	14	photograph
17	14	belmont
17	14	1920
17	14	capac
17	13	descript
17	13	physic
17	12	mojito
17	11	bouncer
17	9	payment
17	6	thewit
16	16	bias
16	16	novemb
16	16	89
16	16	english
16	16	nickl
16	16	unpleas
16	16	splash
16	16	technic
16	16	bake
16	16	1015
16	16	dealt
16	16	sneak
16	16	visibl
16	16	11th
16	16	lukewarm
16	16	lo
16	16	bizarr
16	16	ethernet
16	16	heel
16	16	usa
16	16	hardwood
16	16	coke
16	16	tuesday
16	16	mid
16	16	bum
16	16	grate
16	16	350
16	16	walkin
16	16	wrote
16	16	snag
16	16	swipe
16	16	confid
16	16	sensor
16	16	pant
16	16	18th
16	16	regularli
16	16	solv
16	16	prop
16	16	chosen
16	16	necess
16	16	scale
16	15	torn
16	15	surfac
16	15	garbag
16	15	dcor
16	15	9pm
16	15	nightstand
16	15	honey
16	15	necessarili
16	15	feed
16	15	shift
16	15	sofitel
16	15	indulg
16	15	nearest
16	15	sketchi
16	15	seper
16	15	mcdonald
16	15	candl
16	15	human
16	15	greatli
16	15	1520
16	15	pattern
16	14	campu
16	14	purs
16	14	disappear
16	14	recal
16	14	deposit
16	14	cotton
16	14	exclus
16	14	sip
16	14	depress
16	14	freakin
16	14	downfal
16	13	inconsist
16	13	angri
16	13	gay
16	13	sir
16	13	9am
16	13	shake
16	13	basi
16	13	presidenti
16	12	odor
16	12	dominick
16	12	rollaway
16	12	tape
16	11	exhibit
15	15	hide
15	15	tear
15	15	rundown
15	15	circumst
15	15	suffici
15	15	pink
15	15	beaten
15	15	graduat
15	15	redon
15	15	fold
15	15	horrend
15	15	nonetheless
15	15	guid
15	15	hat
15	15	dab
15	15	anyhow
15	15	711
15	15	bitch
15	15	commut
15	15	pad
15	15	tho
15	15	occur
15	15	25th
15	15	tidi
15	15	700
15	15	afterward
15	15	film
15	15	ventil
15	15	booth
15	15	firework
15	15	background
15	15	waterfal
15	15	orient
15	15	vs
15	15	6am
15	15	rainfal
15	15	ala
15	15	spare
15	15	nervou
15	15	snobbi
15	15	swear
15	15	elat
15	15	silver
15	15	underneath
15	15	cushi
15	15	era
15	15	excess
15	14	e
15	14	understood
15	14	mushroom
15	14	sole
15	14	unload
15	14	130
15	14	melt
15	14	manhattan
15	14	artwork
15	14	bubbl
15	14	goto
15	14	7am
15	14	itd
15	14	sooth
15	14	goos
15	14	16th
15	14	sparkl
15	14	librari
15	14	viand
15	14	regist
15	14	ripoff
15	14	techno
15	14	seal
15	14	grey
15	14	acknowledg
15	14	110
15	14	princess
15	13	biscuit
15	13	hitch
15	13	smelli
15	13	nose
15	13	retriev
15	13	humid
15	13	tissu
15	13	net
15	13	snotti
15	13	stool
15	13	biggi
15	13	formal
15	12	bedspread
15	12	onion
15	12	salon
15	12	rehears
15	12	eno
15	11	lil
15	11	baggag
15	10	oshea
15	10	hhonor
15	9	aunt
15	8	roast
14	14	bleach
14	14	zoo
14	14	proof
14	14	19th
14	14	waterfront
14	14	norm
14	14	male
14	14	blew
14	14	highway
14	14	edit
14	14	employ
14	14	jewel
14	14	rank
14	14	deduct
14	14	65
14	14	barrestaur
14	14	gratuiti
14	14	rug
14	14	jean
14	14	thanksgiv
14	14	accordingli
14	14	shallow
14	14	cabinet
14	14	mod
14	14	facebook
14	14	anybodi
14	14	hairdryer
14	14	kit
14	14	125
14	14	peak
14	14	orbitz
14	14	stink
14	14	slight
14	14	reli
14	14	proud
14	14	crisp
14	14	refurbish
14	14	harpist
14	14	icon
14	14	huron
14	14	superior
14	14	project
14	14	thread
14	14	mich
14	14	weber
14	13	bedsid
14	13	26
14	13	dirt
14	13	chilli
14	13	bloodi
14	13	femal
14	13	79
14	13	veget
14	13	metra
14	13	suffer
14	13	finest
14	13	reliabl
14	13	pic
14	13	dual
14	13	restor
14	13	aggress
14	13	patio
14	13	croissant
14	13	0
14	13	consum
14	13	smoker
14	13	earth
14	13	730
14	13	companion
14	13	800
14	13	sore
14	13	flip
14	13	rockstar
14	13	wan
14	13	4am
14	13	awaken
14	13	tender
14	13	pure
14	13	wipe
14	13	sing
14	13	log
14	13	filet
14	13	tomato
14	13	hostel
14	13	shula
14	12	powder
14	12	layer
14	12	earplug
14	12	21
14	12	drug
14	12	reimburs
14	12	categori
14	12	jerk
14	12	mildew
14	12	patrick
14	12	toy
14	12	huh
14	12	passport
14	12	complex
14	12	award
14	12	eight
14	12	wabash
14	11	wheelchair
14	11	groom
14	11	nake
14	11	rep
14	11	lsd
14	11	beg
14	11	schrager
14	11	fivestar
14	11	stairwel
14	8	puke
14	8	mike
13	13	prais
13	13	stiff
13	13	shave
13	13	supris
13	13	butt
13	13	neglect
13	13	pepper
13	13	pj
13	13	quarter
13	13	makeov
13	13	reveal
13	13	flexibl
13	13	ultim
13	13	46
13	13	overr
13	13	imperson
13	13	pile
13	13	song
13	13	unexpect
13	13	maneuv
13	13	accid
13	13	staf
13	13	soul
13	13	tab
13	13	51
13	13	einstein
13	13	musti
13	13	statement
13	13	44
13	13	encourag
13	13	divin
13	13	15day
13	13	19
13	13	lesson
13	13	stranger
13	13	33
13	13	accident
13	13	perspect
13	13	observ
13	13	angel
13	13	upsid
13	13	carbon
13	13	realiti
13	13	draft
13	13	volum
13	13	hor
13	13	majest
13	13	sf
13	13	sum
13	13	mint
13	12	sheer
13	12	pasta
13	12	mount
13	12	kindli
13	12	shed
13	12	gear
13	12	intern
13	12	raini
13	12	disorgan
13	12	chaotic
13	12	lover
13	12	rail
13	12	930
13	12	yr
13	12	twin
13	12	dusti
13	12	commit
13	12	grandma
13	12	lousi
13	12	sampl
13	12	2007
13	12	lumpi
13	12	voicemail
13	12	china
13	12	chines
13	12	monro
13	12	flawless
13	11	fuss
13	11	van
13	11	miami
13	11	gel
13	11	shrimp
13	11	jr
13	11	instal
13	11	rob
13	11	backward
13	11	allergi
13	11	ian
13	11	marshal
13	11	cmon
13	11	martin
13	11	stage
13	11	flew
13	11	spill
13	11	stereo
13	10	jacket
13	10	mm
13	10	sarah
13	10	160
13	10	tom
13	9	seminar
13	9	slot
13	9	marriot
13	5	jane
12	12	dimli
12	12	unpack
12	12	scheme
12	12	verifi
12	12	11am
12	12	bone
12	12	echo
12	12	ordinari
12	12	mislead
12	12	residenti
12	12	clarklak
12	12	winner
12	12	alert
12	12	unnecessari
12	12	reloc
12	12	cupcak
12	12	hunt
12	12	peter
12	12	fav
12	12	extraordinari
12	12	latest
12	12	footag
12	12	downer
12	12	solut
12	12	grow
12	12	stole
12	12	struggl
12	12	repeatedli
12	12	fallen
12	12	northern
12	12	cutter
12	12	95
12	12	satisfactori
12	12	yup
12	12	whose
12	12	speedi
12	12	jam
12	12	midwest
12	12	evelyn
12	12	crabtre
12	12	rowdi
12	12	undergo
12	12	downhil
12	12	floortoceil
12	12	qtip
12	12	relief
12	12	trap
12	12	technolog
12	12	produc
12	12	margin
12	12	bs
12	12	sucker
12	12	3day
12	12	al
12	12	affect
12	12	crab
12	12	57
12	12	49
12	12	tune
12	12	memorabilia
12	11	interrupt
12	11	ihom
12	11	retail
12	11	hilari
12	11	yellow
12	11	metropolitan
12	11	unlock
12	11	230
12	11	approxim
12	11	rose
12	11	elit
12	11	platter
12	11	everybodi
12	11	pound
12	11	test
12	11	tshirt
12	11	ditka
12	11	oliv
12	11	absurd
12	11	fork
12	11	divid
12	11	arrog
12	11	rope
12	11	hybrid
12	11	yolk
12	11	surf
12	11	element
12	11	1500
12	11	shown
12	11	ancient
12	11	factori
12	10	revolv
12	10	madison
12	10	vacuum
12	10	24hour
12	10	shitti
12	10	insur
12	10	loyal
12	10	whirlpool
12	10	debit
12	10	ritzcarlton
12	10	32nd
12	10	eco
12	10	escort
12	10	solo
12	10	admir
12	10	biz
12	10	bday
12	9	butter
12	9	wi
12	9	fi
12	7	rebecca
12	7	tonic
12	4	cc
11	11	valuabl
11	11	facelift
11	11	10day
11	11	chicagoan
11	11	waitstaff
11	11	greektown
11	11	signag
11	11	measur
11	11	roach
11	11	distinct
11	11	content
11	11	illinoi
11	11	race
11	11	bird
11	11	twenti
11	11	yep
11	11	tomorrow
11	11	quirk
11	11	independ
11	11	island
11	11	correctli
11	11	prevent
11	11	roam
11	11	dedic
11	11	sea
11	11	900
11	11	thousand
11	11	rid
11	11	friendliest
11	11	keurig
11	11	ambienc
11	11	instantli
11	11	32
11	11	admittedli
11	11	omelett
11	11	tremend
11	11	mill
11	11	primarili
11	11	span
11	11	hefti
11	11	risk
11	11	moldi
11	11	dorm
11	11	sweep
11	11	royal
11	11	mission
11	11	c
11	11	amalfitini
11	11	downright
11	11	headphon
11	11	declin
11	11	shadi
11	11	premis
11	11	father
11	11	tie
11	11	freshli
11	11	silenc
11	11	reaction
11	11	distract
11	11	ohio
11	11	worthi
11	11	j
11	11	lowest
11	11	master
11	11	authent
11	11	blend
11	11	jog
11	11	5am
11	11	26th
11	11	floral
11	11	loccitan
11	11	user
11	11	carbid
11	10	investig
11	10	prepay
11	10	spinach
11	10	flash
11	10	gestur
11	10	indiana
11	10	turkey
11	10	tripadvisor
11	10	whip
11	10	shini
11	10	eclect
11	10	border
11	10	critic
11	10	10am
11	10	murder
11	10	drafti
11	10	wheel
11	10	frank
11	10	allerg
11	10	em
11	10	pre
11	10	anim
11	10	gourmet
11	10	explan
11	10	shoulder
11	10	awok
11	10	increas
11	10	occup
11	10	suddenli
11	10	session
11	10	mass
11	10	vegetarian
11	10	gino
11	9	blond
11	9	financi
11	9	unavail
11	9	password
11	9	cop
11	9	yuck
11	9	church
11	9	swissotel
11	9	hipster
11	9	overcharg
11	9	subtl
11	9	roommat
11	9	shove
11	9	leopard
11	8	veggi
11	8	bedbug
11	8	ppl
11	8	drill
11	8	pork
11	8	anni
11	8	hed
11	8	poster
11	8	peacock
11	8	browni
11	7	motor
11	6	invoic
10	10	warp
10	10	task
10	10	boil
10	10	830
10	10	dumb
10	10	usag
10	10	flood
10	10	holder
10	10	galor
10	10	homeless
10	10	630
10	10	intent
10	10	wednesday
10	10	180
10	10	dare
10	10	driven
10	10	radiu
10	10	retro
10	10	instant
10	10	instanc
10	10	glitch
10	10	punch
10	10	bro
10	10	flair
10	10	bulb
10	10	dispos
10	10	complic
10	10	towner
10	10	filter
10	10	cranberri
10	10	crank
10	10	oldschool
10	10	vicin
10	10	grown
10	10	presum
10	10	hangout
10	10	storm
10	10	digress
10	10	abund
10	10	halfway
10	10	nordstrom
10	10	overbook
10	10	raspberri
10	10	googl
10	10	doll
10	10	versu
10	10	queensiz
10	10	razor
10	10	plane
10	10	countertop
10	10	hangov
10	10	highris
10	10	membership
10	10	unfriendli
10	10	accur
10	10	28th
10	10	lakesid
10	10	departur
10	10	maximum
10	10	midwestern
10	10	nine
10	10	northwestern
10	10	spars
10	10	altogeth
10	10	atroci
10	10	diner
10	10	director
10	10	warmth
10	10	53
10	10	inhous
10	10	til
10	10	pedestrian
10	10	propos
10	10	salsa
10	10	boston
10	10	petit
10	10	countless
10	10	death
10	10	justifi
10	10	daynight
10	10	rattl
10	10	label
10	10	snooti
10	10	leed
10	10	outfit
10	10	hint
10	10	sugar
10	10	piano
10	10	drinker
10	10	downgrad
10	10	lane
10	10	stream
10	10	healthi
10	10	truth
10	10	behavior
10	10	pretend
10	10	accompani
10	10	dr
10	10	prefac
10	10	bistro
10	10	tribun
10	10	whistl
10	10	garrett
10	10	handheld
10	10	27
10	10	delish
10	10	7pm
10	10	hubbard
10	9	specifi
10	9	hooker
10	9	52
10	9	sidewalk
10	9	headach
10	9	cleanest
10	9	robot
10	9	guestroom
10	9	il
10	9	urin
10	9	reccomend
10	9	refin
10	9	artist
10	9	caray
10	9	3g
10	9	dread
10	9	triangl
10	9	rub
10	9	duct
10	9	pan
10	9	oldest
10	9	firmer
10	9	bridesmaid
10	9	29th
10	9	fave
10	9	invest
10	9	mega
10	9	gm
10	9	gracious
10	9	frozen
10	9	reassur
10	9	oblig
10	9	sake
10	9	sharp
10	9	cucumb
10	9	unus
10	9	ach
10	9	asap
10	9	appli
10	9	pinch
10	9	hustl
10	9	shouldv
10	8	restrict
10	8	charger
10	8	royalti
10	8	pizzeria
10	8	seafood
10	8	filini
10	8	cracker
10	8	rib
10	8	gf
10	8	murphi
10	8	mash
10	8	runner
10	7	oprah
10	7	terrac
10	7	chop
10	7	patti
10	7	scrape
10	7	golden
10	6	plum
10	6	pie
10	5	cockroach
9	9	harder
9	9	sour
9	9	sauc
9	9	legit
9	9	shoot
9	9	toler
9	9	hvac
9	9	sincer
9	9	parad
9	9	breaker
9	9	herb
9	9	ghetto
9	9	grout
9	9	outweigh
9	9	lean
9	9	bothersom
9	9	photographi
9	9	spirit
9	9	steril
9	9	transform
9	9	clue
9	9	dear
9	9	tofrom
9	9	climb
9	9	pristin
9	9	gap
9	9	burnt
9	9	sunlight
9	9	exorbit
9	9	fabric
9	9	warmli
9	9	telephon
9	9	fraction
9	9	trend
9	9	significantli
9	9	heavili
9	9	shampoocondition
9	9	loss
9	9	marina
9	9	reminisc
9	9	spit
9	9	wound
9	9	kink
9	9	niec
9	9	awkwardli
9	9	coffeemak
9	9	rise
9	9	promo
9	9	skinni
9	9	uptod
9	9	zone
9	9	awe
9	9	eg
9	9	amongst
9	9	nevertheless
9	9	unplug
9	9	22nd
9	9	710
9	9	backpack
9	9	lou
9	9	malnati
9	9	stationari
9	9	crt
9	9	ottoman
9	9	fat
9	9	39
9	9	horrid
9	9	dismal
9	9	skill
9	9	stinki
9	9	skeptic
9	9	washcloth
9	9	scald
9	9	sock
9	9	50night
9	9	friendlier
9	9	gloriou
9	9	39th
9	9	cadillac
9	9	thorough
9	9	incompet
9	9	enabl
9	9	fullsiz
9	9	tank
9	9	31st
9	9	accustom
9	9	40th
9	9	dame
9	9	ms
9	9	insert
9	9	euro
9	9	harsh
9	9	fab
9	9	upbeat
9	9	chanel
9	9	lacklust
9	9	circul
9	9	chase
9	9	antiqu
9	9	architect
9	9	wild
9	9	38
9	9	sex
9	9	oop
9	9	seek
9	9	3star
9	9	galleri
9	9	pace
9	9	chick
9	9	85
9	9	forewarn
9	9	espn
9	9	630am
9	9	potter
9	9	slowli
9	9	exagger
9	9	combo
9	9	max
9	9	await
9	9	chlorin
9	9	foyer
9	9	ooh
9	9	longest
9	9	fellow
9	9	p
9	9	goug
9	9	benedict
9	9	convention
9	9	aok
9	9	mandatori
9	9	creep
9	9	epic
9	9	focu
9	9	junk
9	9	diana
9	9	harp
9	9	whore
9	9	rear
9	9	spin
9	9	bachelor
9	9	target
9	9	fedex
9	8	daytim
9	8	recycl
9	8	225
9	8	underst
9	8	wherev
9	8	shopper
9	8	camp
9	8	palac
9	8	ingredi
9	8	viagra
9	8	civil
9	8	journey
9	8	text
9	8	licens
9	8	spell
9	8	drank
9	8	therapist
9	8	mural
9	8	intens
9	8	dissapoint
9	8	manicur
9	8	bw
9	8	edgi
9	8	x
9	8	knee
9	8	brightli
9	8	esp
9	8	lavish
9	8	ben
9	8	tiffani
9	8	extravag
9	8	latenight
